interest,verified,cutil,term,bankrupt,ccheck
6.72,Not Verified,0.369476172,36,0,5
12.62,Source Verified,0.468280265,36,1,1
9.93,Source Verified,0.277758039,60,0,1
16.01,Source Verified,0,36,0,0
9.93,Not Verified,0.812056738,36,0,7
15.04,Not Verified,0.686459916,36,0,3
6.72,Not Verified,0.091722975,36,0,4
11.99,Not Verified,0.631910181,36,0,0
9.93,Source Verified,0.14679196,60,0,0
13.58,Source Verified,0.576425703,36,0,2
11.99,Not Verified,0.258582295,36,0,3
18.45,Source Verified,0.485455209,36,0,1
6.72,Not Verified,0.070909799,36,0,0
16.02,Not Verified,0.651130479,36,0,1
5.31,Not Verified,0.372579474,36,0,2
7.34,Not Verified,0.520303861,36,0,0
6.72,Not Verified,0.628870548,36,0,0
15.05,Verified,0.159853236,36,0,1
25.82,Not Verified,0.807377828,60,0,3
26.3,Verified,0.404741255,60,0,0
7.35,Verified,0.547605742,36,0,4
9.93,Verified,0.205210125,60,0,1
5.32,Source Verified,0.157587673,36,0,0
7.34,Not Verified,0.237057151,36,0,6
13.59,Verified,0.571410543,36,0,1
7.96,Source Verified,0.499032159,60,0,6
16.01,Not Verified,0.160248398,36,0,4
14.08,Source Verified,0.776991629,36,0,1
11.99,Verified,0.115783784,60,0,3
15.05,Verified,0.435767448,36,0,2
9.93,Source Verified,0.486268755,36,0,0
9.93,Not Verified,0.909652244,36,0,3
12.61,Verified,0.030196037,60,0,3
15.05,Not Verified,0.853568303,36,0,6
11.99,Not Verified,0.526508363,36,0,0
11.98,Source Verified,0.562983677,36,0,11
13.59,Not Verified,0.606809957,60,0,0
17.47,Source Verified,0.604153226,36,0,1
20,Verified,0.029701587,36,0,1
13.59,Source Verified,0.363314139,60,0,3
10.91,Not Verified,0.182060672,36,0,1
10.91,Source Verified,0.622444677,36,0,1
7.35,Not Verified,0.184051698,36,0,7
13.58,Source Verified,0.950661405,60,0,1
19.03,Not Verified,0.467820759,36,0,0
6.71,Not Verified,0.65278567,36,0,0
9.93,Source Verified,0.317492425,60,0,0
14.07,Source Verified,0.8191033,36,0,0
17.09,Verified,0.409767288,36,0,0
10.91,Verified,0.240187348,36,0,2
17.09,Verified,0.482027737,36,0,5
6.08,Not Verified,0.328698925,36,0,0
10.91,Source Verified,0.046873886,36,0,2
24.85,Source Verified,1.007356212,60,1,0
15.05,Source Verified,0.670596026,36,0,3
6.08,Not Verified,0.4947917,36,0,0
12.61,Not Verified,0.94987352,60,1,2
6.72,Not Verified,0.535835276,36,0,0
9.44,Source Verified,0.338697787,36,1,0
6.71,Source Verified,0.249567824,36,0,1
10.42,Source Verified,0.146689164,60,0,0
6.72,Not Verified,0.25243031,36,0,1
9.93,Not Verified,0.523890084,36,0,0
6.72,Source Verified,0.279024285,36,0,0
9.44,Not Verified,0.164477278,60,0,2
13.59,Not Verified,0.515683197,36,0,2
12.61,Source Verified,0.333419073,60,1,1
21.45,Source Verified,0.778,36,0,1
9.43,Not Verified,0.062101584,36,0,1
6.71,Not Verified,0,36,0,3
9.92,Not Verified,0.46968096,60,0,1
19.42,Source Verified,0.099523419,36,0,1
14.08,Verified,0.959594779,36,1,10
20,Verified,0.726235294,60,1,0
9.93,Not Verified,0.804463095,36,1,7
7.35,Source Verified,0.778414295,36,0,0
18.06,Source Verified,0.076394505,36,0,9
14.08,Source Verified,0.826995888,60,0,5
13.59,Not Verified,0.675267969,36,0,12
7.96,Source Verified,0.186166988,36,0,3
5.31,Not Verified,0.208885144,36,0,1
10.41,Not Verified,0.578232759,36,0,0
9.44,Source Verified,0.076690556,60,0,2
13.58,Source Verified,0.567093571,60,0,5
23.88,Verified,0.655867211,36,0,1
13.59,Source Verified,0.390580645,36,0,1
6.71,Source Verified,0.467013246,36,0,4
12.62,Not Verified,0.248552876,60,0,1
9.44,Verified,0.110433039,36,0,3
15.05,Source Verified,0.832731509,36,0,0
9.93,Not Verified,0.7749,36,0,0
18.06,Source Verified,0.271360424,60,0,1
16.01,Source Verified,0.926541687,36,0,5
11.99,Not Verified,0.023209395,36,1,5
9.43,Verified,0.058636732,36,0,5
11.99,Source Verified,0.394313224,36,1,2
5.32,Not Verified,0.015147834,36,1,7
12.62,Source Verified,0.61447983,60,0,0
15.05,Verified,0.148352684,36,0,1
15.05,Verified,0.680285637,36,0,2
10.42,Not Verified,0.581312288,36,0,0
6.72,Source Verified,0.011606147,36,0,3
7.35,Source Verified,0.631627907,36,0,0
20.39,Not Verified,0.772790698,36,0,3
6.08,Source Verified,0.557240816,36,0,1
9.93,Source Verified,0.322950601,36,0,1
11.98,Source Verified,0.17098576,36,0,1
20.39,Source Verified,0.712643678,36,0,0
13.58,Verified,0.128135112,36,0,7
5.31,Verified,0.342912621,36,1,0
16.02,Source Verified,0.610521044,36,0,2
18.06,Source Verified,0.142717929,60,0,5
19.03,Source Verified,0.665621448,60,0,0
16.02,Not Verified,0.570056367,60,0,1
9.93,Source Verified,0.516153699,36,1,0
13.59,Verified,0.207200585,60,0,4
15.05,Source Verified,0.483646486,60,0,1
23.87,Source Verified,0.109342099,36,0,3
9.93,Not Verified,0.181468459,60,0,0
20,Not Verified,0.223394107,60,0,1
5.32,Source Verified,0.311623213,36,0,1
26.77,Verified,0.285397753,60,0,1
7.34,Not Verified,0.189419355,36,0,1
15.05,Not Verified,0.062255754,36,0,1
10.9,Source Verified,0.050669137,36,1,2
9.93,Source Verified,0.527532097,36,0,3
7.35,Not Verified,0.251786686,36,0,2
13.58,Not Verified,0.200430562,36,0,0
14.07,Not Verified,0.485073226,36,0,0
7.35,Not Verified,0.144070268,36,0,2
11.99,Verified,0.040008551,60,0,6
12.61,Verified,0.340068553,60,0,5
11.98,Not Verified,0.792388267,36,0,0
9.92,Not Verified,0.144553244,36,0,0
10.91,Not Verified,0.513116506,36,1,1
14.07,Source Verified,0.398344481,60,0,1
7.35,Not Verified,0.624189409,36,0,1
9.92,Not Verified,0.501235199,36,0,1
13.58,Not Verified,0.461887264,36,0,1
6.71,Source Verified,0.701304348,36,0,0
7.34,Source Verified,0.043564514,36,0,3
5.32,Source Verified,0.103234938,36,0,0
18.45,Source Verified,0.073924549,36,0,1
19.42,Not Verified,0.247141854,60,0,0
10.42,Source Verified,0.286765195,60,0,2
6.71,Not Verified,1.373007324,36,0,0
6.08,Verified,0.29501677,36,0,1
9.92,Source Verified,0.925952577,36,0,1
15.05,Source Verified,0.118789219,60,0,1
25.82,Not Verified,0.636905468,36,0,3
24.84,Verified,0.859469027,60,0,2
9.93,Source Verified,0.217587205,36,1,8
7.97,Source Verified,0.050144928,36,0,1
9.44,Verified,0.010149312,60,0,0
17.47,Verified,0.601826238,60,0,0
7.34,Not Verified,0.125893243,36,0,1
13.59,Verified,1.021562363,36,0,0
18.06,Source Verified,0.717830554,60,NA,11
19.03,Verified,0.275866074,60,0,2
14.08,Not Verified,1.137829079,36,0,2
12.62,Verified,0.651904029,36,0,2
14.08,Source Verified,0.34933922,36,1,4
16.02,Not Verified,0.839707145,36,0,0
10.9,Source Verified,0.231315087,36,0,2
7.35,Not Verified,0.263098604,36,0,2
6.72,Not Verified,0.331275168,36,0,1
24.85,Not Verified,0.577924678,60,0,0
10.91,Not Verified,0.518611111,36,1,0
18.45,Verified,0.676634958,36,0,3
14.08,Source Verified,0.525987722,36,0,4
11.99,Source Verified,0.284964665,36,0,2
12.62,Source Verified,0.90922257,60,0,1
14.07,Verified,0.903984553,60,0,0
7.35,Source Verified,0.192871423,36,0,2
7.97,Not Verified,0.527472794,36,0,0
5.31,Source Verified,0.131872776,36,0,1
19.03,Source Verified,0.789282576,60,0,7
14.08,Source Verified,0.633334956,60,0,2
16.02,Not Verified,0.776,36,0,0
13.59,Verified,0.413073088,36,0,1
11.98,Not Verified,0.642761404,36,0,1
10.41,Verified,0.766946057,36,0,1
13.58,Source Verified,0.663741336,36,0,3
9.92,Not Verified,0.099069075,60,0,0
15.05,Source Verified,0.481330361,36,0,1
11.99,Not Verified,0.02482059,60,0,2
28.72,Verified,0.063450686,60,0,1
11.99,Source Verified,0.615469616,36,0,2
24.85,Not Verified,0.295250873,60,0,1
7.35,Source Verified,0.015794781,36,0,1
15.05,Not Verified,0.493050847,36,0,0
12.62,Verified,0.104346615,60,0,1
9.44,Not Verified,0.240200803,60,0,0
14.07,Verified,0.258485052,60,0,0
11.99,Source Verified,0.374985318,36,1,0
9.43,Source Verified,0.274089219,36,0,1
17.47,Source Verified,0.597305858,36,1,12
5.31,Not Verified,0.013273152,36,0,0
12.62,Source Verified,0.355869565,36,0,1
7.35,Verified,0.081685226,36,0,1
15.04,Source Verified,0.763965591,36,0,0
11.98,Verified,0.99178569,36,0,4
14.07,Verified,0.850096173,36,0,0
5.32,Verified,0.149859752,36,0,1
10.91,Not Verified,0.850281223,36,0,0
12.62,Not Verified,0.136158896,36,0,1
7.35,Source Verified,0.213486013,36,0,6
13.59,Not Verified,0.094555425,60,0,3
10.91,Source Verified,0.794776668,36,0,0
10.42,Verified,0.100412725,60,0,1
15.05,Source Verified,0.585820569,60,0,0
10.42,Not Verified,0.708634253,60,0,2
10.91,Not Verified,0.139018027,36,0,0
5.32,Source Verified,0.148015588,36,0,0
13.58,Source Verified,0,60,1,0
10.9,Source Verified,0.133290766,36,0,0
9.44,Not Verified,0.178759398,36,0,5
10.91,Verified,0.3764675,60,0,0
10.41,Not Verified,0.054395997,36,0,1
7.97,Verified,0.308549931,60,0,1
20.39,Verified,0.835258621,36,0,0
10.9,Not Verified,0.214079922,36,0,2
7.97,Source Verified,0.1905833,36,0,0
5.32,Source Verified,0.565149586,36,0,0
5.31,Not Verified,0.098431447,36,0,2
15.05,Not Verified,1.033603446,36,0,13
13.59,Source Verified,0.584516743,60,0,11
17.47,Source Verified,0.61250546,36,0,4
9.92,Verified,0.036550833,36,0,0
15.05,Verified,0.202930025,36,0,6
7.35,Not Verified,0.13951992,36,0,2
9.93,Not Verified,0.823662421,36,0,0
9.92,Verified,0.436021388,60,0,1
13.59,Not Verified,0.2328125,36,0,0
19.03,Verified,0.746089394,36,0,2
20,Source Verified,0.109326425,36,0,9
9.93,Not Verified,0.092013915,36,0,2
6.08,Source Verified,0.192170884,36,0,0
7.96,Source Verified,0.231216325,36,0,1
9.44,Not Verified,0.245261015,60,0,2
28.72,Source Verified,0.897529776,60,0,2
26.3,Not Verified,0.811606887,60,0,2
13.59,Source Verified,0.453718937,36,0,1
6.72,Not Verified,0.07932977,36,0,2
11.99,Source Verified,0.160932356,60,0,2
19.42,Source Verified,0.691595789,36,0,2
11.99,Source Verified,0.456802885,36,0,0
25.82,Verified,0.685638368,60,1,0
15.04,Source Verified,0.131478008,60,0,3
28.72,Verified,0.299695989,60,0,3
16.01,Source Verified,0.06980666,60,0,6
12.62,Not Verified,0.098610615,60,1,0
17.09,Source Verified,0.74235443,36,0,0
6.08,Not Verified,0.174348473,36,0,0
7.34,Not Verified,0.150258158,60,0,0
6.72,Not Verified,0.705777339,36,1,0
19.03,Verified,0.594882927,36,0,7
11.99,Verified,0.04718647,60,0,3
7.96,Verified,0.666987915,36,0,0
9.92,Not Verified,0.429898837,60,0,2
6.72,Verified,0.301165735,36,0,1
20,Not Verified,0.467006153,60,0,0
10.9,Source Verified,0.675928712,36,0,0
6.72,Not Verified,0.30569697,36,0,5
12.62,Not Verified,0.484454545,36,1,1
6.07,Verified,0.457864812,36,0,0
14.07,Verified,0.688881348,36,0,3
18.06,Source Verified,0.348744717,36,0,4
10.42,Verified,0.758795836,36,0,3
12.61,Not Verified,0.083780699,60,0,3
7.97,Verified,0.741688436,36,0,3
11.99,Verified,0.317872969,60,0,0
19.03,Source Verified,1.576414219,36,1,0
26.3,Verified,0.497585783,60,0,0
9.93,Source Verified,0.146063966,60,0,0
21.85,Source Verified,0.184674479,60,0,0
12.61,Verified,0.349768786,36,1,1
14.08,Verified,0.532802263,36,0,1
6.07,Source Verified,0.048719212,36,0,0
12.61,Verified,0.083888177,36,0,5
10.91,Source Verified,0.660401321,36,0,0
13.58,Verified,0.293354412,36,0,1
10.9,Verified,0.042814007,36,0,1
12.61,Verified,0.164295309,36,0,0
7.34,Source Verified,0.232172001,36,0,2
7.34,Verified,0.462244804,36,0,3
6.72,Not Verified,0.402381141,36,1,0
18.45,Verified,0.057172787,60,0,4
6.07,Source Verified,0.146535704,36,0,0
5.32,Not Verified,0.124750927,36,0,1
9.43,Source Verified,0.118859404,60,0,2
15.04,Verified,0.622289322,36,0,0
6.08,Not Verified,0.132839229,36,1,2
10.91,Not Verified,0.476458268,36,0,1
10.41,Source Verified,0.357449926,36,0,1
5.32,Source Verified,0.078783651,36,0,2
7.96,Verified,0.402620639,36,0,0
10.9,Source Verified,1.097528158,36,0,0
10.42,Source Verified,0.215146344,36,0,2
26.77,Not Verified,0.242308094,60,0,2
17.09,Source Verified,0.772794737,60,0,5
17.47,Not Verified,0.136971432,36,0,6
15.05,Source Verified,0.756899511,36,1,4
14.07,Verified,0.109791435,36,0,3
11.98,Source Verified,0.563991031,36,1,0
11.98,Not Verified,0.543910256,36,0,2
16.02,Source Verified,0.190903361,60,0,1
10.9,Source Verified,0.128278878,60,0,3
6.72,Not Verified,0.202401216,36,0,1
16.02,Not Verified,0.036972724,60,0,3
10.41,Source Verified,0.3548,36,0,3
13.59,Source Verified,0.302161023,36,0,2
15.05,Verified,0.576125,36,0,1
11.99,Source Verified,0.211420854,36,0,2
9.92,Source Verified,0.034780589,60,1,4
11.98,Not Verified,0.4655,36,0,0
7.97,Source Verified,0.108161683,36,0,3
11.99,Not Verified,0.60648022,36,0,6
7.34,Source Verified,0.76846549,36,1,2
19.42,Source Verified,0.411176969,36,0,2
12.62,Not Verified,0.06480193,60,0,0
7.96,Verified,0.192409676,36,0,3
11.99,Not Verified,0.27543299,60,0,0
10.42,Source Verified,0.338321678,36,0,2
11.99,Source Verified,0.354757785,36,0,1
19.42,Not Verified,0.504157505,36,0,0
11.98,Source Verified,0.163879049,60,0,0
6.07,Not Verified,0.187313383,36,0,2
6.72,Not Verified,0.305036179,36,1,2
6.72,Source Verified,0.15541821,36,0,0
7.35,Source Verified,0.178096591,60,0,3
13.59,Not Verified,0.205134199,36,0,2
15.05,Verified,0.862375932,36,0,6
5.31,Not Verified,0.121330902,36,0,0
9.43,Not Verified,0.7453875,36,0,0
9.43,Not Verified,0.779006875,36,1,4
9.44,Source Verified,0.147065728,36,0,0
20,Verified,0.14980916,36,0,6
10.42,Source Verified,0.192173112,60,1,3
11.98,Not Verified,0.44602806,36,1,6
20.39,Source Verified,0.675778719,60,0,2
9.93,Verified,0.080825545,36,0,2
12.61,Not Verified,0.195372631,36,0,4
7.97,Verified,0.011976235,36,0,7
9.44,Verified,0.183396083,36,0,0
14.07,Source Verified,0.295653563,60,0,0
10.41,Not Verified,0.147577608,36,0,0
13.59,Source Verified,0.49895547,60,0,0
14.07,Source Verified,0.082946797,60,0,1
7.97,Verified,0.46763863,36,0,0
19.42,Not Verified,0.331012315,60,0,1
9.44,Source Verified,0.813042114,36,0,0
11.98,Source Verified,0.432295761,60,0,0
7.96,Source Verified,0.489751285,36,0,2
15.04,Verified,0.362263512,36,0,1
9.92,Not Verified,0.803043478,36,0,0
12.62,Source Verified,0.535900308,36,0,0
18.45,Source Verified,0.657936144,36,0,4
9.43,Source Verified,0.215946553,36,0,4
21.85,Source Verified,0.317768053,60,0,1
7.97,Not Verified,0.283150685,36,0,6
18.06,Not Verified,0.017517404,36,0,3
14.08,Source Verified,0.490585514,36,0,9
18.06,Source Verified,0.368875,60,0,1
17.09,Not Verified,0.511577174,36,0,3
9.93,Not Verified,0.393324483,36,0,1
11.99,Not Verified,0.366953125,36,0,1
13.58,Source Verified,1.083311119,60,0,3
10.9,Not Verified,0.617331787,60,0,6
7.97,Not Verified,0.438860078,36,0,2
7.35,Verified,0.018914186,36,0,4
10.91,Not Verified,0.413181429,36,0,3
13.59,Source Verified,0.402290857,36,0,0
7.34,Source Verified,0.502055242,36,0,0
6.72,Source Verified,0.0233603,36,0,9
10.91,Source Verified,0.05617284,60,0,5
16.02,Verified,0.578700762,60,0,3
10.91,Source Verified,0.143771676,36,1,6
6.72,Not Verified,0.214672079,36,0,0
16.01,Not Verified,0.296172513,60,0,3
10.42,Not Verified,0.084673566,36,0,1
21.45,Verified,0.787990107,36,0,7
9.93,Not Verified,0.21095698,60,1,4
5.32,Not Verified,0.090708994,36,0,1
14.08,Verified,0.801454498,36,0,0
12.61,Verified,0.134072699,36,1,0
14.08,Source Verified,0.323650962,36,0,3
10.91,Not Verified,0.26126752,36,0,0
14.08,Verified,0.235379966,36,1,4
24.85,Source Verified,0.4875,60,0,3
14.07,Source Verified,0.496792392,60,0,5
7.34,Verified,0.08897479,60,0,0
12.61,Source Verified,0.10074937,60,0,3
9.93,Source Verified,0.419251626,36,1,2
13.59,Source Verified,0.901323034,36,0,1
10.41,Source Verified,0.028150499,36,0,0
19.03,Verified,0.586281363,36,0,1
9.44,Verified,0.13208757,60,0,5
10.9,Source Verified,0.401851445,36,0,0
9.92,Not Verified,0.839437054,36,0,0
10.9,Verified,0.040104347,60,0,6
13.59,Source Verified,0.762062679,36,1,5
9.92,Not Verified,0.485180215,36,0,4
11.99,Not Verified,0.534931611,36,0,2
7.34,Verified,0.417835332,36,0,1
21.45,Source Verified,0.578051002,36,0,0
9.93,Source Verified,0.118235294,36,0,0
9.44,Source Verified,0.260902439,60,0,3
18.06,Source Verified,0.06941508,60,0,0
10.9,Not Verified,0.272546081,36,1,1
13.59,Verified,0.132596685,36,0,0
6.71,Not Verified,0.51369502,36,1,0
24.85,Verified,0.543308667,60,0,2
6.71,Verified,0.276703099,36,0,2
5.31,Verified,0.06272405,36,0,0
6.71,Source Verified,0.005876802,36,0,0
11.98,Source Verified,0.652262013,36,0,0
7.35,Not Verified,1.012577124,36,0,2
6.71,Source Verified,0.036206646,36,0,0
14.08,Source Verified,0.541274114,36,1,9
12.62,Not Verified,0.262457769,60,0,1
23.87,Verified,0.202180082,36,0,5
6.71,Not Verified,0.196507463,36,0,0
16.02,Source Verified,0.56043602,60,0,4
9.93,Not Verified,0.193187514,60,0,0
7.96,Verified,0.061639344,36,0,1
10.42,Not Verified,0.558665127,36,0,0
17.09,Source Verified,0.483887065,36,0,3
5.32,Not Verified,0.264315608,36,0,0
10.9,Source Verified,0.646920015,36,1,1
7.35,Not Verified,0.15001752,36,0,3
5.31,Not Verified,0.325132552,36,0,5
19.42,Verified,0.902335203,36,0,5
17.47,Verified,0.961188218,36,0,1
7.96,Source Verified,0.157247726,36,0,1
15.04,Not Verified,0.136237448,36,1,7
12.62,Source Verified,0.869651347,36,0,0
5.31,Verified,0.092709518,36,0,2
10.42,Source Verified,0.265552536,36,0,1
7.97,Not Verified,0.287279543,36,0,7
10.91,Source Verified,0.77828426,36,1,0
20.39,Source Verified,0.819284101,36,0,0
5.32,Source Verified,0.211325586,36,0,0
10.91,Not Verified,0.071105607,36,0,0
12.62,Not Verified,0.88282934,36,0,2
21.45,Not Verified,0.625740192,36,0,0
14.08,Source Verified,0.155966761,36,1,0
6.72,Verified,0.145506454,36,0,0
16.01,Source Verified,0.571155378,60,1,1
7.96,Not Verified,0.336052621,36,0,1
7.97,Source Verified,0.577424357,36,0,0
18.45,Source Verified,0.614397972,36,0,0
9.93,Source Verified,0.410713683,36,0,2
9.93,Not Verified,0.123376503,60,0,3
7.35,Verified,0.139150175,36,1,1
10.42,Source Verified,0.195543786,36,0,1
5.31,Not Verified,0.163016749,36,0,2
12.62,Source Verified,0.431638318,36,0,0
18.45,Source Verified,0.149442349,36,0,1
14.07,Source Verified,0.445089552,36,0,2
15.05,Source Verified,0.05447578,36,0,5
17.09,Verified,0.084929753,60,1,2
7.97,Not Verified,0.146089157,36,0,3
10.42,Source Verified,0.153170732,36,NA,0
9.93,Not Verified,0.25504065,36,0,0
5.31,Not Verified,0.453246265,36,0,1
6.07,Not Verified,0.137072561,36,0,2
11.99,Source Verified,0.733888889,36,0,0
7.35,Verified,0.091912021,36,0,2
5.31,Not Verified,0.113799752,36,0,0
6.08,Not Verified,0.157857847,36,0,0
9.92,Source Verified,0.33474026,36,0,1
25.81,Source Verified,0.577619048,60,0,3
5.31,Source Verified,0.746471552,36,1,1
10.91,Source Verified,0.141027857,36,0,3
20,Source Verified,0.435251303,60,NA,3
9.43,Not Verified,0.725816605,60,0,2
9.44,Not Verified,0.784121186,36,0,4
12.61,Source Verified,0.453125,36,0,0
15.05,Source Verified,0.892550572,60,1,1
6.08,Verified,0.558281594,36,0,2
9.93,Source Verified,0.782385357,36,0,2
6.08,Verified,0.032128518,36,0,4
6.08,Verified,0.055635356,36,0,1
13.59,Source Verified,0.688866506,36,0,3
17.09,Source Verified,0.179724656,36,0,0
24.85,Source Verified,0.310765837,60,1,1
9.93,Source Verified,0.143808291,60,0,3
18.06,Source Verified,0.67515121,60,0,2
9.44,Not Verified,0.468001937,60,0,0
12.61,Source Verified,0.722169213,36,0,0
9.93,Not Verified,0.367026368,36,0,2
15.04,Not Verified,0.406211562,36,0,3
13.58,Verified,0.925314817,36,0,4
17.47,Source Verified,0.649583333,36,0,0
13.59,Not Verified,0.544095073,36,0,1
19.42,Verified,0.904160656,60,0,0
5.32,Not Verified,0.094221217,36,0,4
7.34,Verified,0.58380507,36,0,0
6.07,Not Verified,0.238900227,36,0,0
10.9,Source Verified,0.590669546,60,0,3
26.77,Verified,0.832411156,60,0,0
9.93,Not Verified,0.500971868,60,0,7
6.72,Not Verified,0.087863116,36,0,0
10.91,Verified,0.17654189,36,1,0
7.96,Source Verified,0.606795231,36,0,1
10.91,Source Verified,0.760646652,36,0,2
18.06,Source Verified,0.381705882,36,1,2
16.02,Source Verified,0.87641973,36,0,1
9.44,Verified,0.363219395,36,0,4
19.03,Verified,0.728636087,36,1,3
6.71,Verified,0.264130146,36,0,1
19.03,Not Verified,0.892756764,60,0,1
10.91,Source Verified,0.814934471,36,0,7
19.03,Source Verified,0.728417862,60,0,0
11.99,Source Verified,0.378666667,60,0,0
10.91,Verified,0.064024952,36,0,1
9.92,Source Verified,0.118042453,60,0,0
9.92,Not Verified,0,60,0,2
14.07,Not Verified,0.324094828,36,0,2
10.42,Not Verified,0.236990555,60,0,0
11.99,Source Verified,0.161336466,60,0,1
12.62,Not Verified,0.366734694,36,0,3
6.08,Not Verified,0.174831734,36,0,3
5.32,Not Verified,0.044129667,36,0,0
11.99,Not Verified,0.63488721,60,0,6
10.9,Source Verified,0.681045635,36,0,0
10.42,Not Verified,0.34896686,60,0,1
11.98,Not Verified,0.055012887,60,0,0
10.91,Verified,0.626117263,36,0,5
6.71,Not Verified,0.720542373,36,0,0
15.05,Source Verified,0.154518752,60,0,8
12.61,Source Verified,0.287439522,60,1,3
10.91,Verified,0.789660182,36,0,4
14.07,Not Verified,0.734136364,36,0,0
7.35,Not Verified,0.433061599,36,0,8
7.97,Not Verified,0.134845346,36,1,6
10.91,Source Verified,0.339769784,36,1,2
26.77,Source Verified,0.69929045,60,0,3
6.71,Not Verified,0.540752078,36,0,0
10.41,Source Verified,0.486124847,36,0,5
7.96,Source Verified,0.298808211,36,0,5
10.91,Not Verified,0.031696429,36,0,0
19.03,Verified,0.560959625,60,0,3
6.07,Not Verified,0.253418696,36,0,3
14.08,Source Verified,0.776915347,60,1,0
16.01,Source Verified,0.85123603,36,0,8
10.91,Not Verified,0.128478736,36,0,1
11.99,Source Verified,0.334227642,36,0,4
17.47,Source Verified,0.202841351,60,1,4
6.08,Not Verified,0.079267445,36,0,4
20.39,Not Verified,0.09112595,36,0,6
11.99,Source Verified,0.097866613,60,0,0
26.77,Source Verified,0.181516009,60,0,6
9.92,Source Verified,0.286547378,36,0,6
11.99,Source Verified,0.179892287,60,0,3
18.45,Verified,0.271198598,60,0,7
19.03,Verified,0.974123457,60,0,0
21.45,Not Verified,0.021469678,36,0,0
9.43,Source Verified,0.147153652,60,NA,1
10.41,Not Verified,0.609148936,36,0,0
12.61,Not Verified,0.888010816,36,0,2
12.62,Source Verified,0.221387454,60,0,4
13.58,Not Verified,0.769947368,36,0,1
9.43,Not Verified,0.044586699,60,0,3
19.03,Source Verified,0.824300609,36,0,0
10.91,Source Verified,0.210016995,36,0,1
9.44,Source Verified,0.175861293,36,0,1
18.06,Not Verified,0.534427481,36,0,3
7.34,Not Verified,0.378666667,36,0,1
17.47,Verified,0.556757813,60,0,1
12.62,Verified,0.510088466,60,0,2
9.92,Not Verified,0.611639715,36,0,0
7.97,Source Verified,0.330973417,60,0,0
14.08,Source Verified,0.78131249,60,0,2
19.03,Source Verified,0.602404974,60,0,3
11.99,Verified,0.134784891,60,0,2
10.41,Not Verified,0.471644941,36,0,1
14.08,Verified,0.140393634,36,0,11
21.45,Source Verified,0.183876959,36,1,1
14.08,Not Verified,0.478310549,36,1,3
13.59,Source Verified,0.809607214,36,0,1
6.72,Not Verified,0.327687052,36,0,1
10.42,Source Verified,0.853083383,36,1,1
6.72,Not Verified,0.51630854,36,0,0
5.32,Not Verified,0.206892278,36,0,1
12.62,Verified,0.598100213,36,0,2
14.08,Verified,0.030629575,60,0,4
21.45,Source Verified,0.077479876,60,0,0
16.02,Not Verified,0.419071038,36,0,2
21.85,Verified,0.557348299,36,0,0
11.99,Not Verified,0.608483871,36,1,1
28.72,Not Verified,0.297712881,60,0,0
9.44,Not Verified,0.273857879,60,0,4
18.06,Verified,0.385759854,60,0,0
21.45,Verified,0.602604034,36,0,0
11.98,Verified,0.360352558,60,0,1
19.03,Source Verified,1.240988093,36,0,0
10.91,Source Verified,0.376610879,36,0,1
14.08,Verified,0.235458604,60,0,1
6.72,Not Verified,0.01143,36,0,3
7.34,Not Verified,0.023074947,60,0,0
6.08,Not Verified,0.230635132,36,0,3
6.72,Source Verified,0.774997705,36,0,0
10.91,Verified,0.072107509,60,0,3
14.08,Verified,0.26038006,36,0,0
11.99,Source Verified,0.493433057,60,0,0
14.07,Not Verified,0.180806452,36,0,2
13.59,Source Verified,0.633335693,36,0,6
12.62,Not Verified,0.53744511,60,0,0
14.07,Source Verified,0.082857878,36,1,2
7.35,Not Verified,0.340709677,36,0,0
14.08,Verified,0.527672725,36,1,15
10.9,Not Verified,0.55174026,36,0,2
16.01,Source Verified,0.088041069,60,1,3
12.62,Verified,0.499401957,60,1,0
26.77,Verified,0.341452102,60,0,2
17.09,Source Verified,0.312407228,60,0,3
13.59,Verified,0.204172419,36,0,1
12.61,Verified,0.513046698,60,0,0
6.08,Not Verified,0.193076458,36,0,0
26.3,Source Verified,0.487326051,36,0,0
12.62,Not Verified,0.090358536,60,0,0
7.96,Source Verified,0.558032283,36,0,3
14.08,Verified,0.149542026,36,0,0
15.04,Verified,0.734297427,60,0,3
14.08,Verified,0.728469667,36,0,3
25.82,Verified,0.395392318,60,0,1
9.93,Source Verified,0.545254347,60,0,2
13.58,Verified,0.785599074,60,0,2
16.01,Source Verified,0.1116,36,0,1
13.59,Source Verified,0.802039,36,0,11
13.58,Not Verified,0.544298237,36,0,0
5.32,Not Verified,0.070501938,36,0,0
10.9,Source Verified,0.563116974,36,1,0
10.42,Verified,0.191446081,36,0,0
9.93,Source Verified,0.281279245,36,0,2
6.72,Not Verified,0.726226818,36,0,2
12.61,Verified,0,60,0,3
12.62,Source Verified,0.710550181,36,0,7
9.43,Source Verified,0.523587659,36,0,2
12.61,Not Verified,0.214444205,60,0,3
6.07,Source Verified,0.145767393,36,1,3
9.93,Not Verified,0.768879846,36,0,1
16.02,Not Verified,0.218047619,36,0,2
13.58,Source Verified,0.11499498,36,0,5
7.35,Source Verified,0.579911775,36,0,1
7.35,Verified,0.008837028,36,0,0
13.59,Verified,0.772007821,60,1,6
11.99,Source Verified,0.454458874,36,0,0
5.32,Source Verified,0.214334654,36,0,2
